prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,pred,label
2.4082663e-12,2.097015e-17,8.149963e-24,1.6368309e-09,3.9407647e-16,0.99999547,9.455222e-09,3.3978315e-20,1.3024699e-15,4.582936e-06,5,5
6.520237e-10,5.5949297e-11,2.3125986e-06,8.4547613e-10,3.6810836e-15,3.226006e-16,2.7208145e-21,1.789956e-06,0.99999595,1.8899175e-12,8,8
1.6171743e-19,1.4788565e-16,2.900345e-17,1.078198e-14,3.645695e-18,2.2131712e-14,3.6867004e-14,2.4694671e-24,1.0,3.387253e-17,8,8
1.0834005e-15,1.4212878e-13,4.114354e-08,1.2308004e-07,4.141024e-17,2.0927201e-14,1.0853913e-28,0.9999999,4.021972e-09,1.9032413e-15,7,7
4.8721657e-14,5.402077e-10,2.2311808e-10,5.9224766e-16,6.4967203e-12,2.8560672e-16,2.724223e-20,1.0,2.7480002e-12,1.9860258e-09,7,7
1.1681698e-21,1.4605661e-19,2.7277607e-11,2.344123e-19,1.0,3.0568247e-18,6.908579e-19,5.0627592e-12,3.0971e-23,2.918653e-13,4,4
4.770297e-10,2.8848743e-07,3.7240198e-07,6.727187e-09,4.7696118e-11,8.220075e-09,1.8810176e-14,0.9999994,4.05647e-09,2.3061487e-10,7,7
3.7353975e-18,2.663762e-24,3.922427e-15,3.067048e-16,1.9811398e-18,5.240597e-18,1.0,1.0813114e-15,3.4580208e-14,2.1187214e-22,6,6
1.9145091e-07,2.5805298e-07,1.48732e-09,6.523821e-05,0.0005699644,3.0390936e-07,1.3057142e-12,0.0026767044,0.00028368333,0.9964037,9,9
2.4238283e-17,2.486936e-25,4.760408e-11,8.950416e-15,1.0,1.1676193e-10,4.324241e-16,8.8973707e-13,3.4685964e-18,6.6003776e-15,4,4
1.0,0.0,2.7532569e-27,0.0,0.0,4.1748128e-30,3.665823e-38,3.388842e-25,5.233889e-31,2.374902e-22,0,0
4.1212824e-15,1.0,1.110477e-15,4.525958e-25,1.367718e-17,2.456229e-13,1.477537e-16,4.176531e-16,1.2801855e-16,7.897304e-21,1,1
1.0574034e-08,0.9999999,1.6709642e-15,1.7787544e-13,9.877636e-08,1.480178e-11,3.697644e-10,1.5868992e-12,5.6917788e-08,3.0639918e-11,1,1
2.2449757e-19,1.0,1.189166e-11,2.5482224e-19,6.6867054e-12,2.9841974e-14,2.3485203e-17,2.2066564e-09,9.054257e-16,6.9291964e-14,1,1
3.8631733e-17,1.4281825e-24,8.847511e-18,1.0821634e-19,1.4278871e-18,1.0,1.0445296e-17,3.116038e-15,1.8211563e-12,5.3634976e-20,5,5
1.5144202e-20,7.7548224e-19,2.3075092e-18,7.917418e-15,1.8576572e-15,8.506627e-09,3.7271393e-12,5.680235e-21,1.0,1.0483353e-14,8,8
2.0507535e-17,8.8047035e-21,1.0,3.0436702e-22,2.5881175e-24,1.2274883e-25,1.2630577e-23,2.2603028e-14,1.0277116e-18,2.2801281e-27,2,2
1.3615118e-11,2.7001158e-13,5.103893e-10,0.9999999,8.499906e-14,8.3438955e-08,7.991685e-11,4.1221302e-08,8.330926e-10,1.1491409e-16,3,3
7.214572e-12,0.6995977,0.29011226,1.6854387e-05,8.122074e-08,1.1424964e-05,9.187572e-12,0.010235873,2.5795684e-05,1.2293575e-08,1,2
4.0013214e-20,2.5837583e-12,1.5802342e-11,3.7220614e-15,3.2345117e-22,8.943351e-15,8.13394e-32,1.0,4.848443e-14,3.6027587e-23,7,7
8.1134786e-14,4.568708e-09,3.540618e-10,2.3351305e-11,0.9999479,7.7686425e-12,3.7288053e-06,4.838619e-05,5.1323827e-11,8.6296295e-09,4,4
1.1846098e-17,1.0943256e-36,3.503683e-30,7.7831605e-25,4.1373104e-26,1.0192711e-17,1.0,2.9341666e-23,3.6023327e-23,1.5014492e-27,6,6
8.163625e-06,1.8497394e-07,3.404127e-08,0.0001514782,0.0032420286,0.0035206657,5.1113116e-08,0.014007707,1.3190604e-05,0.9790565,9,9
2.4428064e-18,5.2260707e-09,1.068321e-15,1.2836207e-06,3.51133e-16,0.9999987,2.9934364e-09,1.2564845e-19,3.054867e-11,3.9375852e-08,5,5
4.0970506e-14,1.0,2.0751935e-12,6.201066e-17,1.0288794e-09,1.3072564e-12,1.5811892e-12,6.3099876e-09,8.246313e-11,1.2119694e-09,1,1
6.1403866e-23,1.0,3.2312135e-14,1.4295779e-24,3.033942e-16,4.0270598e-10,3.580625e-19,5.668931e-15,3.059041e-18,4.6712445e-19,1,1
2.0423258e-05,1.120247e-12,0.00026325817,2.6829767e-07,5.7146426e-08,0.52686524,0.47260943,0.0002408906,1.0294507e-08,4.3861863e-07,5,6
1.7828278e-16,8.884321e-30,2.6434262e-16,1.5187082e-11,2.6344013e-20,1.0,1.3669898e-14,2.3309195e-17,6.938162e-18,2.0543756e-09,5,5
3.2472887e-08,1.9822306e-07,0.9999622,2.1653699e-07,1.635496e-14,1.5418923e-15,3.9808082e-16,3.7386242e-05,2.8567063e-08,7.16466e-11,2,2
7.172422e-18,4.3962103e-15,3.0867103e-10,2.2614684e-12,0.9999995,8.912722e-09,1.0840428e-19,3.0404035e-10,4.1160325e-15,4.850026e-07,4,4
6.214372e-16,5.08418e-19,2.979832e-14,1.5627258e-14,4.728733e-06,1.4813154e-14,7.6756343e-22,7.438106e-10,1.8676529e-11,0.99999523,9,9
1.0,2.634901e-22,8.4947386e-21,1.3198054e-31,1.3351662e-28,5.3188e-26,5.280186e-19,1.4654606e-19,1.722065e-18,5.8692035e-21,0,0
3.1021546e-12,1.290855e-14,1.2163477e-18,2.2376006e-16,7.988442e-14,2.3298344e-10,1.0,3.0874822e-18,1.0486148e-15,2.1659038e-13,6,6
1.8637857e-08,3.7261706e-13,1.3530266e-10,1.2978415e-05,6.924725e-08,4.297364e-08,2.7560422e-19,0.309518,3.223221e-08,0.69046897,9,9
2.045552e-15,2.4279859e-15,4.084665e-08,1.3671883e-10,1.3831323e-18,2.2153086e-10,4.0963538e-26,1.0,2.9768163e-08,6.50444e-17,7,7
2.6040806e-10,1.0,6.183361e-10,3.8783103e-16,3.795996e-10,1.1143458e-10,2.4336777e-09,5.9277667e-08,1.5237933e-09,2.512319e-10,1,1
1.7536644e-28,4.7627866e-15,1.0,7.939515e-14,2.35549e-11,1.7791399e-11,4.024977e-11,6.8284907e-09,7.055273e-19,4.203534e-13,2,2
3.0019452e-26,1.0038855e-18,1.027594e-18,1.0,8.1178806e-25,1.3530475e-17,2.672326e-28,1.6892083e-18,3.85192e-15,4.3332143e-13,3,3
3.4883513e-10,7.731841e-17,1.0135966e-11,0.00021133343,4.335812e-10,0.016766805,3.6040118e-12,7.565329e-11,1.3461537e-06,0.98302054,9,9
1.0,3.5823982e-28,2.2622997e-18,1.0053231e-32,4.5630795e-30,1.859007e-27,2.0158212e-23,8.146357e-18,4.0376627e-19,7.3164244e-19,0,0
1.2717924e-12,1.5663038e-06,1.35457805e-08,1.1898561e-06,6.744237e-11,2.6266554e-13,4.6163832e-20,0.9999968,5.3241627e-07,1.7024557e-13,7,7
3.114332e-24,0.9999795,1.695911e-05,2.2524762e-06,2.0028662e-10,2.1968734e-08,1.0786585e-08,1.8317145e-10,1.000341e-06,2.703991e-07,1,1
2.607266e-10,1.0,2.3921648e-10,2.8899115e-15,4.3055312e-10,1.5018661e-10,4.043558e-08,2.1853461e-08,9.967778e-09,2.2511219e-10,1,1
1.7830676e-29,3.551874e-22,4.1575988e-16,1.0,1.5367174e-24,7.074141e-18,3.429753e-27,9.894001e-20,4.4988947e-19,1.9937021e-18,3,3
1.8291554e-24,8.490541e-14,1.0,2.4358082e-21,3.1456956e-21,1.2650858e-26,2.6861858e-20,3.476936e-14,5.3681304e-25,1.8599106e-24,2,2
3.5612906e-29,1.6406526e-23,6.230405e-22,1.0,2.13905e-28,8.9868014e-26,0.0,5.905094e-20,2.7039772e-16,1.8588939e-19,3,3
1.220039e-23,0.0,1.5407801e-23,3.5943146e-24,2.83586e-26,8.0067864e-27,1.0,9.338248e-24,1.0191964e-26,3.4102402e-32,6,6
5.4540214e-24,2.6089066e-22,9.1198026e-17,8.2417026e-23,1.0,5.5956284e-21,6.1409832e-27,5.441541e-13,1.16200675e-26,1.2130735e-15,4,4
7.492582e-20,0.0,1.6138726e-32,1.4086209e-34,2.010282e-33,2.8074724e-21,1.0,2.220612e-30,3.6615607e-23,6.196175e-31,6,6
3.991407e-15,1.0120429e-14,1.0395316e-12,1.6262342e-15,1.2405313e-19,7.3224364e-09,3.1812126e-27,1.0,2.8321891e-15,3.930785e-15,7,7
1.8111247e-07,0.0014403156,0.03051806,5.394628e-07,8.999589e-08,7.263641e-07,5.048382e-07,2.244024e-06,0.96803737,1.1569457e-08,8,8
5.6288134e-13,9.685585e-09,6.1171823e-12,2.5164283e-14,3.2883234e-12,4.182947e-13,8.400359e-12,4.846302e-16,1.0,5.2004566e-15,8,8
3.5694175e-18,6.39395e-12,1.4396598e-15,9.896674e-05,2.8314552e-15,0.99990106,2.9656865e-08,8.0142545e-17,3.8582748e-11,1.5172635e-08,5,5
0.9987404,1.4325351e-08,0.0008688961,2.0628388e-08,2.3643073e-12,0.00018973973,0.00020022992,1.2872887e-09,1.6347191e-07,5.410476e-07,0,0
2.4069953e-09,0.9999143,1.0711874e-11,8.408909e-11,1.040839e-05,1.0053959e-10,1.7325508e-06,5.5376628e-08,7.358259e-05,1.3420456e-08,1,1
7.496544e-11,4.410098e-20,1.666751e-09,4.112922e-05,2.1589997e-06,9.76539e-07,2.186837e-16,9.384278e-08,1.1160442e-07,0.99995553,9,9
1.099713e-33,7.829015e-26,1.0,4.6268315e-29,1.5605678e-29,6.50748e-36,8.144683e-32,8.626598e-22,4.5729923e-31,1.26820465e-30,2,2
1.6123987e-21,5.7338035e-24,1.007217e-14,7.092649e-26,1.0,9.893128e-21,3.456471e-18,3.4015257e-15,1.5352819e-24,1.8611975e-14,4,4
3.233418e-14,0.9999629,1.8012185e-16,5.1198905e-13,2.3677536e-07,1.6782129e-12,8.301239e-11,3.646811e-11,3.6824942e-05,2.1647571e-10,1,1
0.0,4.2562204e-26,1.1807423e-34,9.385749e-16,5.7956097e-27,1.0,8.95368e-18,9.644565e-32,5.138645e-26,3.185918e-16,5,5
9.2601693e-10,1.2542866e-05,1.4379278e-12,1.5552165e-07,0.0028056952,5.849042e-07,1.7148938e-07,1.6987618e-08,0.99584335,0.0013373737,8,8
3.403871e-25,2.1174835e-16,5.1174055e-13,1.3873097e-14,1.9166353e-20,1.7193165e-16,8.99838e-37,1.0,3.602059e-15,2.4499846e-19,7,7
1.478602e-13,0.9999999,1.2426876e-13,9.366359e-13,7.125731e-08,3.9951582e-13,2.0768418e-11,9.646659e-10,4.145704e-09,2.8781086e-10,1,1
3.9950223e-35,4.0231693e-24,4.2652845e-21,1.0,1.3202052e-28,8.975955e-23,1.6856524e-36,8.776636e-21,3.2794876e-22,4.2492963e-17,3,3
4.468244e-27,4.570882e-16,1.0,2.4813571e-23,7.2690535e-25,2.5486594e-27,1.8094915e-27,3.5762178e-18,1.8413633e-26,6.731963e-25,2,2
1.3753526e-15,1.260387e-07,0.9999999,2.358542e-11,1.1764099e-16,6.678323e-18,3.0824084e-19,1.4315702e-08,5.4429202e-17,1.5586057e-20,2,2
3.1281193e-27,7.945869e-20,1.0,3.5950916e-19,3.5760385e-19,1.3129745e-26,3.0606284e-18,1.0439923e-16,5.9722794e-22,1.3332214e-14,2,2
2.8090228e-15,1.4214186e-12,1.3207325e-15,5.4092326e-13,8.037116e-05,3.2134512e-10,8.896591e-16,1.1330133e-09,1.9708857e-09,0.99991965,9,9
1.331014e-17,3.3598532e-18,2.7631009e-15,1.2619952e-20,1.0,1.7792126e-17,2.3106538e-18,1.8621723e-12,4.55575e-18,3.6701309e-09,4,4
3.5090485e-14,2.1610708e-10,1.9618837e-10,1.1913255e-10,3.7052865e-12,7.981928e-13,6.905016e-13,1.737457e-13,1.0,1.3326457e-12,8,8
1.9758487e-11,1.1522062e-10,1.8490866e-13,6.3597554e-13,1.9742313e-12,2.6119884e-11,2.3432353e-10,3.929904e-21,1.0,9.2900815e-10,8,8
5.984225e-16,9.8021865e-20,3.1149043e-18,3.944973e-19,4.0957046e-15,2.6915124e-14,1.0,6.073838e-20,4.1345055e-17,6.433933e-18,6,6
1.0752774e-37,1.2802014e-14,1.1479173e-33,3.781878e-12,6.439197e-30,1.0,3.090385e-23,4.1516036e-33,3.1655876e-25,1.5833536e-15,5,5
2.151241e-37,2.4603801e-27,3.5812818e-26,1.0,5.479553e-29,4.6185823e-20,1.9911737e-38,7.15586e-19,3.7520133e-22,2.6987191e-18,3,3
1.0,3.490998e-36,2.08786e-33,0.0,0.0,1.2708892e-35,4.7546057e-35,7.3436615e-26,2.715365e-26,1.8521036e-29,0,0
1.2541946e-23,1.9447763e-13,2.8270382e-09,9.295858e-14,6.1077805e-21,3.2984568e-15,2.499996e-32,1.0,2.14932e-12,4.2874047e-21,7,7
1.0520911e-18,8.080092e-26,1.1521029e-25,1.7311931e-19,1.10691314e-20,1.0,3.475868e-18,1.8446811e-19,4.095417e-18,2.2132197e-16,5,5
6.4971733e-25,3.7885686e-17,8.329114e-18,1.0,8.85126e-25,7.860326e-16,1.3620642e-31,2.27389e-21,9.2002985e-12,2.700447e-12,3,3
1.1982772e-18,2.9646937e-08,9.647356e-09,0.9929611,3.041905e-17,0.007038738,4.7078982e-14,1.65279e-16,4.9512433e-08,3.825171e-08,3,3
4.188563e-15,1.0,1.6638486e-13,8.818535e-25,3.4424867e-16,8.4724545e-14,7.8659953e-16,3.0511804e-14,8.6888103e-13,9.786181e-23,1,1
2.5012107e-11,1.5594488e-22,1.174585e-16,1.850772e-18,7.898348e-16,3.7777323e-16,1.0,4.4533432e-17,8.702666e-19,1.7526626e-19,6,6
1.1438115e-13,2.3242348e-16,5.6431536e-13,1.1717113e-17,8.062117e-17,4.285093e-09,1.2514072e-25,1.0,8.737636e-17,5.077812e-10,7,7
6.4299135e-11,0.99999917,5.7816356e-09,1.9109286e-16,1.9783568e-09,4.6735527e-10,8.221003e-08,4.726585e-07,2.0581565e-07,1.6063867e-10,1,1
2.6197936e-28,4.990105e-17,9.5125745e-23,2.071692e-06,2.7499914e-24,0.999998,2.5486521e-21,6.894163e-27,2.0692476e-17,7.993765e-13,5,5
3.5724346e-10,3.542251e-12,7.146235e-10,1.11619105e-08,1.10582105e-05,2.422785e-12,1.4417152e-18,2.3265484e-06,1.0592731e-07,0.9999865,9,9
4.7314214e-15,2.4032245e-12,2.6255677e-08,9.0792646e-08,3.9798226e-14,1.1498081e-07,1.2511742e-23,0.99999976,2.8045637e-11,6.3871456e-12,7,7
3.4777896e-11,0.99999785,6.239176e-08,6.920894e-12,2.9489382e-08,1.07985676e-10,1.2037032e-09,1.8656652e-06,5.2803045e-08,7.4052737e-09,1,1
6.829567e-14,7.6063797e-16,1.9965606e-10,3.3672978e-09,1.8084241e-17,2.85013e-20,6.000937e-23,1.036096e-18,1.0,9.5203285e-15,8,8
1.5463571e-22,8.645342e-11,2.1610345e-13,3.5001275e-16,4.2786124e-22,1.613935e-16,4.2777723e-33,1.0,1.8214279e-15,4.7589306e-25,7,7
2.1969816e-19,4.4237112e-14,1.8974395e-14,1.1499484e-15,2.626836e-19,1.8564836e-20,2.5370102e-19,9.476756e-19,1.0,8.480978e-21,8,8
5.022335e-09,0.9999945,3.3995354e-15,3.5423433e-14,5.1629945e-06,8.4614885e-11,2.194737e-08,7.113009e-12,2.725151e-07,3.6865981e-09,1,1
5.013969e-16,5.6777836e-11,1.0,3.8911605e-15,1.738783e-13,1.3858711e-10,9.536001e-10,3.6148765e-10,6.5198107e-19,1.0429664e-14,2,2
3.578566e-25,0.0,2.063255e-38,8.3377476e-36,1.32177215e-36,3.9641796e-25,1.0,1.955035e-34,2.2449841e-34,1.5740565e-36,6,6
3.5404706e-13,8.6964015e-16,2.2436702e-14,1.1210561e-10,2.7364933e-07,1.5170348e-10,1.991071e-18,3.259723e-07,4.325262e-12,0.9999994,9,9
2.0192677e-32,4.6805627e-16,1.0,2.755052e-13,8.565363e-18,2.033164e-18,2.2872113e-19,3.9097038e-13,3.4754755e-15,1.4360762e-17,2,2
3.6143473e-09,0.0015163432,1.5627911e-05,0.00033439722,0.5504468,2.2596752e-05,6.29268e-09,0.005575847,0.00021497246,0.44187337,4,9
1.0,4.8514003e-19,2.3069793e-12,8.472221e-27,1.3641616e-21,1.2227801e-28,1.1008589e-18,5.3568015e-16,3.816929e-13,1.1304271e-25,0,0
2.3076941e-18,3.0310319e-09,1.583557e-10,1.0,1.6839882e-13,7.775259e-12,2.5210712e-20,4.682048e-11,1.3208198e-13,4.3080895e-12,3,3
6.3092374e-14,5.02183e-26,7.007407e-12,4.8625986e-16,6.3705694e-14,1.0196887e-14,1.0,7.9059785e-15,8.819811e-18,2.2198268e-13,6,6
5.7269147e-25,0.0,1.2262115e-31,1.456843e-27,9.2663664e-29,5.215672e-31,1.0,1.4845521e-26,3.2533178e-24,4.9453017e-38,6,6
5.8058e-10,1.2577121e-16,3.5478231e-10,6.3602697e-06,5.5787086e-07,2.4396787e-10,3.836864e-22,7.376093e-06,6.6132985e-12,0.9999857,9,9
1.1177113e-21,2.9169982e-18,4.9157102e-18,4.0066336e-29,1.0,1.9737208e-22,3.6196916e-14,7.804678e-12,1.1580372e-19,3.5694765e-15,4,4
1.6836226e-20,1.8604424e-17,9.592807e-14,2.087436e-20,1.0,3.6107808e-15,8.937369e-18,5.0561074e-13,3.727567e-19,1.4221892e-08,4,4
4.4301382e-21,3.745547e-12,1.0,3.4960926e-19,3.702522e-21,4.568264e-25,1.8899534e-20,8.575478e-15,1.25399846e-23,1.7230586e-24,2,2
1.4061201e-10,1.6179852e-08,3.76144e-12,1.0091608e-07,1.0444565e-08,0.0018388934,0.9981609,2.6632138e-12,1.31323405e-08,7.0777666e-08,6,6
1.2526184e-08,1.5648813e-05,5.1257154e-13,7.957075e-08,2.5047619e-05,0.00023284742,3.3797107e-11,9.367325e-08,1.3730179e-06,0.9997248,9,9
2.825877e-11,1.5002002e-10,3.621608e-09,1.7087317e-06,9.297089e-13,1.24849295e-08,1.9005544e-11,1.276685e-11,0.99999833,8.142577e-12,8,8
9.251188e-27,8.6106964e-27,1.0,8.6496604e-23,7.710866e-20,4.948627e-29,1.5922262e-16,4.2305078e-22,7.0048896e-32,3.6230203e-22,2,2
7.2997804e-13,9.028475e-14,4.5690943e-14,1.557802e-08,0.0004301267,1.7244792e-10,1.3425087e-17,7.944802e-08,1.2414374e-10,0.9995697,9,9
1.3913064e-13,4.5505837e-29,1.8893824e-29,2.6528594e-25,3.7149377e-24,1.563492e-16,1.0,5.3819145e-23,8.8207775e-20,2.1944705e-25,6,6
1.0,7.6736954e-33,2.1772816e-28,0.0,0.0,1.422621e-30,3.4783953e-29,4.292275e-24,2.7457744e-30,2.1173085e-21,0,0
9.8067665e-11,1.9537598e-10,2.7221836e-13,2.3769707e-07,0.00023542812,3.934862e-06,1.9813803e-10,4.5677766e-06,8.9253155e-07,0.99975497,9,9
1.826354e-15,1.3096439e-17,5.697554e-13,1.3378255e-16,1.0949224e-14,3.1326525e-11,4.0376175e-26,1.0,1.754064e-15,1.0340541e-08,7,7
1.0139355e-08,1.3461275e-14,2.5135876e-05,0.99997115,8.297022e-10,2.187408e-06,1.5272987e-06,5.2480183e-14,2.883547e-14,5.218181e-19,3,3
6.479953e-15,3.8570307e-18,1.7483428e-18,2.6667812e-09,3.815468e-08,4.7906457e-08,1.7713439e-16,1.3914013e-10,4.147906e-11,0.9999999,9,9
0.01624821,8.9827e-12,9.1256686e-07,3.708839e-14,0.00019150243,0.0003822173,0.31149098,7.246857e-11,0.6529066,0.01877957,8,8
1.5584754e-13,2.2609349e-13,1.3849247e-08,1.1926058e-07,3.852708e-06,0.15599214,1.4166475e-09,5.2927187e-09,0.539748,0.3042558,8,9
0.0,6.8483234e-22,3.4378158e-23,1.7301856e-16,4.9049434e-24,1.0,3.06651e-16,1.3783585e-28,1.1939662e-22,3.6572444e-17,5,5
0.004203797,2.0317195e-09,5.1094588e-08,1.16192695e-07,1.6892803e-09,7.0410516e-07,5.7486127e-11,1.6109428e-08,0.99579537,8.756907e-09,8,5
1.401075e-27,6.8647436e-16,7.151099e-15,1.0,7.738308e-18,9.647734e-16,5.5608186e-20,1.273124e-12,7.7683183e-13,3.6262397e-12,3,3
1.1851625e-15,5.956962e-16,2.4706157e-10,4.6080478e-17,1.0,9.357266e-14,2.960537e-12,2.047804e-08,5.364391e-15,4.839817e-09,4,4
1.2289851e-29,4.685952e-26,1.4536755e-24,5.5531886e-12,6.0064936e-26,1.0,3.1842218e-13,1.6727137e-28,2.4476948e-20,4.7894002e-17,5,5
7.5409456e-30,3.96715e-15,1.0,4.1366248e-22,9.973003e-21,5.973504e-24,1.0655679e-21,1.0647016e-15,1.24722885e-23,1.2837397e-25,2,2
1.0419726e-09,2.7999443e-12,4.0646625e-10,2.4577636e-07,5.7369884e-06,2.0041497e-09,5.071929e-16,0.00070636254,1.0794614e-06,0.9992866,9,9
1.1728668e-14,7.707176e-16,2.2610438e-11,9.607812e-16,1.0,4.71037e-15,7.418171e-12,3.8844338e-08,2.200613e-12,5.915746e-09,4,4
3.698978e-36,1.4604171e-32,4.659876e-25,4.4833386e-19,2.7240605e-25,1.0,4.16336e-16,1.8625556e-35,5.242652e-27,1.2597372e-16,5,5
1.986095e-11,2.0983516e-10,1.7510529e-10,3.3177264e-07,0.0017137198,0.0009334828,4.2374353e-07,2.8766893e-08,1.2568187e-08,0.997352,9,9
4.2697347e-15,0.9995522,8.277257e-09,1.1558507e-06,6.296804e-08,3.35262e-11,1.533884e-08,4.0160026e-09,0.00044535781,1.1160054e-06,1,1
1.0,1.2820458e-26,3.7000707e-18,1.3461092e-30,1.177958e-33,8.314482e-25,4.20411e-21,1.9641249e-19,1.4429249e-23,6.5748275e-13,0,0
3.3895358e-12,7.538895e-13,1.6653653e-10,0.99999213,6.302308e-14,2.7742262e-08,1.4967029e-19,6.2674245e-14,2.3955022e-06,5.4575094e-06,3,5
1.3349399e-24,0.0,3.2122637e-32,2.295291e-31,6.194818e-34,1.4941917e-36,1.0,1.0713664e-31,1.8766501e-33,1.0343288e-37,6,6
2.4697862e-25,1.9039214e-14,1.0,1.246632e-19,2.3526247e-19,2.42864e-18,7.128513e-17,4.9339808e-14,9.2341216e-20,3.5899134e-18,2,2
5.3569975e-11,1.5171816e-19,1.8202606e-11,4.1210426e-09,2.5036996e-05,1.4190393e-09,1.86123e-13,4.3313396e-08,1.4972116e-07,0.99997485,9,9
1.9782484e-17,3.10705e-13,1.0,5.106612e-13,7.3937746e-20,1.5701132e-25,3.9815388e-22,2.4238717e-12,2.1492553e-15,2.4520355e-24,2,2
1.2912525e-20,6.086003e-16,1.0,4.7165374e-15,2.227245e-16,2.625465e-18,1.5112616e-15,3.374986e-10,3.2263915e-14,9.32262e-17,2,2
1.0,6.222182e-31,8.691232e-24,1.2488329e-31,4.3465358e-38,9.925369e-29,9.6037576e-21,2.2079212e-26,2.3990057e-28,2.045073e-18,0,0
5.2727086e-14,9.3048214e-08,2.7786923e-10,1.6827484e-07,2.8301707e-13,1.6333449e-16,2.0596985e-24,0.9999994,3.2067658e-07,1.89215e-15,7,7
5.562286e-13,2.4020892e-06,1.8874218e-06,0.0032211526,7.060897e-07,1.09739495e-10,5.6149876e-09,2.4527249e-06,0.9967714,5.884546e-09,8,3
1.0196987e-17,5.795432e-12,2.2578852e-18,4.6595746e-13,1.5431802e-15,7.709178e-08,1.3181151e-08,7.38401e-23,0.9999999,5.5220768e-14,8,8
4.3227e-24,1.1696232e-11,4.3259683e-06,0.99999464,1.8881878e-17,1.5181656e-13,1.4698507e-15,2.053697e-14,3.855868e-08,1.0871299e-06,3,3
