prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,label
1.5757206e-21,9.975613e-24,1.1166311e-17,2.1254034e-26,1.0,1.4781564e-17,1.0318444e-10,7.230391e-25,8.165985e-19,1.3116975e-19,4
1.0,0.0,0.0,0.0,0.0,1.00586016e-32,7.122012e-26,0.0,0.0,1.7732304e-31,0
2.4498445e-19,1.0,1.1235458e-11,1.2234116e-18,1.3693824e-11,5.554234e-13,2.3227474e-11,4.232704e-14,1.0362203e-11,1.0952936e-15,1
2.4773634e-12,0.99999917,5.7854748e-09,2.108399e-15,6.352529e-08,1.5850899e-11,6.365553e-07,5.0441122e-09,8.604551e-08,5.3509525e-10,1
2.137797e-17,0.9999999,5.6321905e-11,3.6071823e-14,8.606248e-08,1.4751745e-12,1.0088606e-11,2.2646411e-09,8.310041e-10,4.262053e-11,1
1.3176623e-08,3.1349928e-16,2.6310165e-12,2.062007e-12,4.8611825e-18,0.99999964,7.2714976e-12,1.7830978e-10,4.0523372e-07,1.1980356e-14,5
4.9616267e-31,8.812004e-19,4.9602054e-13,7.782784e-15,1.7905227e-16,8.144629e-15,8.621795e-22,1.5213845e-22,1.0,2.263233e-17,8
1.6211004e-14,5.978129e-25,1.0,2.5842851e-20,9.094214e-10,4.4923093e-19,2.2150063e-27,3.6068797e-18,8.3973054e-22,1.3541388e-22,2
8.537646e-16,1.4469446e-05,7.909981e-07,0.99194205,1.3621894e-05,5.562315e-09,7.516717e-13,0.007526521,0.0005024279,9.969535e-08,3
5.3153104e-10,0.9630153,0.036949553,1.7955488e-05,5.9851013e-12,1.277861e-05,1.8748357e-10,3.275891e-07,3.3210542e-06,7.708089e-07,2
1.1898532e-19,1.3062816e-16,9.544934e-14,3.9649457e-09,6.3069084e-20,2.1307912e-21,6.3123055e-33,1.0,1.7149286e-15,1.7181431e-12,7
5.7098065e-10,5.2468524e-14,4.86871e-12,1.37605e-14,0.9965753,7.224972e-08,1.9196683e-10,0.0033309793,9.276611e-05,8.691586e-07,4
3.9776078e-14,6.7787584e-18,1.9133746e-15,2.62668e-16,1.0441324e-11,5.484312e-10,1.0,6.993865e-24,3.3836032e-14,2.562784e-21,6
1.3470269e-12,3.1099717e-12,2.6678577e-09,5.0355925e-10,0.0008798091,2.9659896e-11,8.0605654e-15,3.648004e-09,2.96486e-10,0.9991202,9
1.7891382e-14,2.945826e-18,7.806142e-18,7.2010375e-09,1.32275825e-17,0.9999999,2.1945552e-09,5.8914265e-23,1.6219597e-07,9.324577e-13,5
5.6132307e-16,0.9999988,2.6212496e-10,4.2601095e-13,1.2358679e-06,1.4016033e-11,1.8027874e-10,1.2216512e-08,5.082237e-09,2.2875332e-10,1
3.8845578e-24,1.0,1.1171297e-13,1.2954593e-15,4.6588315e-08,4.339219e-13,1.06832356e-13,7.0829294e-11,4.988208e-11,1.2505056e-13,1
0.09207059,3.9446923e-17,0.0009621885,1.3150457e-10,0.00045188825,0.000107352935,0.9064075,5.012866e-07,2.2044663e-08,3.017411e-11,6
8.262716e-19,4.8361634e-31,3.1276533e-35,2.0649694e-10,1.4353483e-24,1.0,3.3063314e-22,2.59692e-31,7.853221e-24,8.370238e-17,5
2.605022e-13,1.7978116e-10,0.9999893,8.869298e-10,2.1028685e-22,1.908467e-11,9.767076e-19,1.0720458e-05,8.384486e-12,3.358813e-13,2
1.7620196e-28,1.0664478e-18,1.1139987e-15,6.158694e-20,1.0,1.8732038e-17,1.3272607e-19,7.9480294e-18,4.5581166e-17,1.6599855e-12,4
7.4810763e-19,3.614216e-28,8.813657e-14,1.7157117e-10,4.960466e-11,2.248458e-13,8.926727e-28,2.8305417e-19,3.828915e-10,1.0,9
1.0,3.66321e-15,4.374631e-08,4.3824714e-20,2.3098477e-14,1.1186185e-12,8.139982e-12,1.1004202e-14,2.4986818e-16,3.5764804e-16,0
8.74744e-13,2.0777495e-14,1.6858527e-12,1.6786484e-13,5.6693175e-08,1.9969306e-07,0.99999976,3.4605356e-17,6.5154777e-13,7.092595e-18,6
2.1462028e-19,6.192388e-25,1.9359846e-18,4.1009557e-06,3.5972692e-13,1.4753938e-12,8.81262e-31,4.1627264e-11,3.6176986e-09,0.99999595,9
2.0959124e-17,2.6798594e-13,8.590824e-13,1.9172106e-07,2.2654103e-16,3.417985e-19,3.762862e-30,0.99999976,6.0034585e-14,1.25098855e-11,7
6.3147626e-13,0.9999975,1.6420072e-08,1.8907074e-11,7.9517844e-07,7.0894157e-10,1.5421721e-09,1.1651061e-06,3.8534435e-07,4.1941398e-08,1
3.8919928e-22,2.3318884e-25,1.0,3.001807e-19,5.333532e-14,2.629685e-18,3.3972473e-22,1.2568738e-20,1.0518287e-21,1.0569635e-24,2
1.3194025e-24,2.4918735e-18,1.0307033e-18,1.0,6.7282166e-13,1.5373131e-12,1.0825559e-26,1.468064e-17,1.3932496e-14,9.679442e-15,3
2.4355232e-10,4.5082724e-19,1.9185144e-12,0.0002196107,2.0526146e-10,1.5345632e-06,7.486207e-20,5.079686e-11,6.2886284e-07,0.9997782,9
1.0,3.4375002e-31,1.3383156e-16,1.9022709e-28,1.1703187e-15,1.4436972e-21,1.8461632e-15,1.6970531e-21,1.4209426e-26,7.839279e-15,0
3.3613174e-16,1.1181663e-08,9.857414e-10,1.1744378e-07,9.6441954e-17,2.291153e-16,5.6104807e-29,0.9999999,6.2469376e-09,2.9835726e-13,7
4.067397e-12,0.061314184,0.07907432,1.4233505e-08,0.20179527,0.00026169492,0.65612996,2.0419863e-10,0.0014246292,1.0403269e-12,1
3.1220022e-13,1.0,7.3529187e-09,4.4857937e-15,5.316997e-10,7.7426315e-11,2.7306593e-08,3.302184e-11,4.02064e-08,2.2525908e-10,1
5.342919e-18,2.945745e-20,3.0735117e-17,1.0,3.1626336e-23,1.006472e-14,4.6575843e-32,2.2801963e-21,3.740219e-17,1.1963052e-14,3
2.465221e-25,2.8038713e-17,1.0,9.656851e-19,4.4707185e-26,4.98634e-20,3.237718e-24,1.6768566e-17,3.607234e-20,2.5766798e-32,2
3.0347898e-29,1.192189e-18,3.3559975e-18,1.0,4.577285e-24,1.9387343e-18,0.0,8.860109e-14,1.2911523e-15,9.631839e-18,3
8.248347e-21,3.274149e-30,2.4496072e-22,1.5250437e-24,2.098457e-17,1.1445899e-18,1.0,6.424363e-27,7.222828e-20,5.0067077e-23,6
4.2465846e-27,0.0,2.4943094e-17,1.0599065e-32,1.0,3.309593e-26,1.8606888e-19,2.812509e-22,2.6273807e-24,1.3459607e-22,4
5.5218687e-17,2.8594133e-24,4.4590993e-20,2.2553276e-19,4.216493e-21,7.566401e-12,1.0,4.4185895e-38,1.06633626e-10,4.272618e-26,6
8.5588695e-24,2.1355538e-19,1.6169608e-16,3.8889237e-13,3.1438826e-22,6.788293e-22,1.734122e-33,1.0,1.3345723e-18,3.9071966e-14,7
7.0594774e-10,5.6319628e-08,2.6705076e-05,2.1338422e-09,4.689304e-15,1.2680772e-10,2.3717272e-12,5.5809866e-12,0.9999732,2.2784163e-11,8
1.6037595e-16,2.99314e-11,6.6123246e-11,7.1511883e-13,3.2261724e-20,9.110889e-12,1.3310604e-16,4.0907665e-17,1.0,6.8188384e-15,8
5.4970356e-21,3.6903504e-22,8.0223936e-23,1.4360876e-07,3.4884237e-16,0.9999999,7.592613e-15,2.3807682e-24,3.7328143e-13,2.1854301e-11,5
0.9999727,1.1013103e-06,1.2517224e-07,3.7953186e-11,2.6168937e-11,1.0750231e-06,2.290826e-05,3.552312e-11,2.097239e-06,8.671488e-09,0
5.4832334e-09,0.9999918,3.8136108e-08,1.1194851e-11,1.9611214e-06,1.9244182e-09,2.217935e-08,1.346035e-06,2.2799754e-06,2.5697968e-06,1
6.8118537e-20,3.074274e-32,1.1489937e-13,2.7640225e-12,4.3136315e-12,4.734146e-16,1.1559908e-24,8.004318e-18,4.154585e-13,1.0,9
7.511775e-30,0.0,1.0,8.709558e-30,5.65263e-29,4.21615e-31,8.124434e-36,1.2166623e-27,1.5197375e-29,0.0,2
5.7840495e-30,6.7442814e-38,6.15408e-16,1.9104856e-31,1.0,1.9411529e-27,3.7391502e-24,2.2568354e-25,1.2813388e-23,2.8728643e-22,4
3.2904986e-20,0.99999785,3.159103e-10,1.9154174e-13,5.8973168e-08,2.0375003e-10,1.9387809e-08,6.8694783e-10,1.9994184e-06,2.0909156e-11,1
7.2128634e-27,3.4124828e-37,0.0,1.4577011e-13,1.6518345e-26,1.0,3.020474e-18,2.8165258e-36,1.2106581e-26,7.7168494e-25,5
1.0078661e-06,1.8589833e-09,0.00035938737,0.00012871162,1.1273386e-06,0.001172703,1.1992952e-06,8.425485e-11,0.99777955,0.0005563527,8
6.8187425e-20,1.5302595e-16,6.6033856e-08,5.8374e-12,1.3316024e-14,1.2589642e-15,3.798196e-22,0.9999999,1.8240797e-12,2.4953216e-14,7
2.0382931e-10,0.99997485,1.4637287e-07,1.6102036e-10,2.3588706e-05,3.0885716e-10,2.72995e-08,7.1341304e-07,7.110554e-07,5.2065772e-08,1
3.796295e-24,1.6268064e-21,4.4455503e-18,1.0,2.2642648e-21,3.945852e-16,6.156412e-36,2.94595e-18,2.9451312e-17,4.320138e-15,3
7.541009e-21,1.9151316e-18,1.0,6.681968e-18,4.022621e-22,1.0173816e-20,5.138373e-25,2.5699542e-18,5.8934816e-20,8.3775985e-29,2
2.4202327e-18,3.9104925e-06,0.99999607,6.9156123e-13,4.9442405e-25,1.1762668e-15,3.4829087e-22,8.1565034e-08,1.3410158e-13,2.1683045e-21,2
1.0626928e-23,1.0461342e-29,1.0,5.914726e-18,4.201804e-27,4.001682e-23,1.2023606e-25,9.6442926e-20,1.4441966e-16,3.6784858e-31,2
2.3350469e-14,1.8264251e-20,4.3964078e-13,3.2379154e-12,4.3414198e-07,6.55244e-13,4.5044394e-19,1.343864e-11,4.364696e-11,0.9999995,9
1.8284806e-22,1.4752132e-28,3.891381e-16,5.396582e-27,1.0,6.364565e-23,1.6135025e-18,1.0604115e-18,1.2167427e-17,3.084194e-13,4
2.199056e-12,4.0640106e-11,1.9077149e-08,7.1471014e-08,4.0344126e-12,1.5628444e-09,1.6432013e-12,1.6100356e-13,0.9999999,6.4621347e-10,8
4.3177325e-14,5.7155676e-16,4.7461768e-07,4.4495935e-11,4.2273904e-23,9.779942e-16,8.108477e-23,2.3740983e-19,0.9999995,3.8325107e-16,8
7.5677995e-16,1.3963068e-17,1.6377365e-18,2.9491007e-24,2.686712e-10,2.2895216e-14,1.0,6.347175e-25,2.4261804e-15,6.2054314e-21,6
9.374258e-32,0.0,0.0,3.850074e-20,1.6652896e-36,1.0,3.3703365e-28,1.3686167e-38,8.103377e-31,5.567475e-23,5
1.0501945e-33,4.4405584e-22,4.0767418e-19,1.0,4.8021243e-28,2.5346983e-19,0.0,3.8858352e-15,7.577711e-23,3.093045e-19,3
1.0,2.3077434e-21,1.3476838e-19,2.3467535e-34,1.176113e-25,1.2571171e-22,1.0135453e-15,1.6472922e-25,5.5422346e-24,8.2277463e-25,0
4.134929e-18,2.5803106e-16,2.5637493e-12,1.3529028e-10,4.065826e-18,1.1861398e-22,1.4967064e-30,1.0,1.7079691e-15,2.6673649e-14,7
2.5438823e-18,3.5213208e-20,8.168571e-19,3.8693996e-12,4.8654088e-20,1.0,7.703541e-21,4.5396564e-12,6.5069e-16,1.3096283e-18,5
5.488468e-28,2.696017e-15,7.154601e-20,1.0,3.395537e-22,1.1601088e-15,1.7658461e-38,1.0784391e-17,7.549792e-20,9.726351e-20,3
4.010286e-30,8.0737857e-16,1.5022674e-21,1.0,1.0005991e-15,8.151771e-13,1.9865417e-27,1.21548375e-20,2.732701e-16,2.3949088e-21,3
2.658897e-18,1.0,9.989426e-11,1.5807878e-16,1.5462536e-11,7.2286877e-12,1.37805505e-11,1.0839185e-13,2.6404565e-10,1.2577601e-14,1
4.0171742e-16,6.0912927e-18,1.233644e-15,1.4087998e-17,1.6411045e-14,5.0369847e-12,1.0,1.8433694e-30,5.694782e-10,1.2502436e-24,6
1.5479561e-13,2.6431028e-11,1.9171258e-10,1.3129746e-09,7.4789805e-13,1.7793138e-12,4.2623483e-23,0.99999905,3.498705e-11,9.2028057e-07,7
2.5724984e-16,0.9999852,3.7330286e-10,6.6756057e-13,1.4832583e-05,8.059025e-11,7.9578344e-10,3.901581e-08,3.9477897e-08,3.416478e-10,1
3.4419433e-22,4.0440023e-20,8.7398897e-23,6.3268824e-05,1.12967556e-23,0.9999367,1.2844939e-21,1.752005e-25,9.91344e-19,9.757783e-17,5
8.447251e-14,2.2632803e-21,3.819755e-09,3.4900886e-12,2.7834436e-12,6.832528e-17,1.13298214e-26,5.837056e-12,6.5477498e-12,1.0,9
1.9128638e-15,7.59009e-16,5.735086e-08,1.8321069e-08,1.33228084e-14,1.5708964e-12,2.7753373e-20,1.0,3.865347e-10,1.662093e-11,7
4.2081386e-13,1.0,2.287834e-09,8.5479814e-14,2.6286852e-08,4.8260215e-11,2.2970554e-09,1.2461486e-09,2.9565363e-08,1.627108e-09,1
2.8689874e-22,2.4750685e-17,2.3436845e-12,5.2740115e-13,6.367508e-29,3.6396384e-17,9.357376e-21,1.4045028e-23,1.0,9.002673e-22,8
1.0941027e-13,3.1684661e-12,2.447528e-08,4.7559945e-05,5.1950315e-16,5.610967e-13,1.4276384e-27,0.99995244,5.159548e-10,5.3134617e-09,7
3.7840207e-16,1.4040865e-13,7.376197e-12,7.552234e-14,8.143022e-28,1.541966e-14,3.2805093e-17,8.350002e-21,1.0,3.2449597e-19,8
5.5804916e-13,0.99998236,2.2820679e-08,1.7491271e-13,2.4882792e-07,2.2618991e-09,1.1376929e-05,6.175676e-09,5.9893628e-06,1.3895397e-09,1
1.9588512e-25,2.4761375e-23,1.0,4.414134e-19,2.3416242e-16,3.173621e-22,2.088993e-24,1.6418658e-17,3.256195e-26,2.6615598e-30,2
2.1745757e-28,2.0011311e-33,2.9446624e-30,3.0279512e-32,2.5047725e-22,2.1772315e-21,1.0,0.0,1.4328256e-25,4.082369e-37,6
9.0723036e-14,2.7359636e-15,1.3526431e-10,1.343558e-11,4.9915843e-06,2.3134981e-12,5.93334e-18,4.0969273e-11,4.8513563e-12,0.999995,9
0.0,1.596417e-38,1.0,2.5007804e-23,4.800641e-28,8.085714e-31,7.966442e-36,4.8206083e-20,7.953046e-30,0.0,2
3.072213e-12,3.7692718e-07,1.3662137e-06,1.2613475e-06,0.038427442,1.3168825e-05,4.811945e-13,3.1892423e-06,0.00019618958,0.961357,9
1.0,2.3965222e-17,2.1367278e-11,3.889279e-21,1.7649897e-13,2.9865077e-15,1.7853794e-13,6.8343456e-19,1.3444942e-09,2.4938801e-14,0
6.2753306e-26,2.0711066e-18,3.5996806e-16,1.0,5.16864e-13,2.94271e-14,2.123399e-21,3.7068904e-20,2.0454905e-14,7.728523e-23,3
1.9901064e-12,1.4229872e-19,2.8531833e-11,7.706294e-16,3.1093863e-09,3.410947e-11,1.0,2.0616191e-15,1.3934622e-14,5.5700284e-14,6
1.183354e-25,1.9388399e-31,8.422286e-32,1.3180878e-34,3.2581927e-20,2.9128657e-23,1.0,0.0,7.2425484e-22,1.0381846e-34,6
5.5059073e-15,7.7406567e-28,2.4827727e-11,3.21136e-07,2.481892e-11,7.9924456e-11,1.3299176e-24,2.730723e-14,3.614427e-10,0.99999964,9
3.015288e-29,1.4512515e-20,1.692912e-17,2.0255287e-28,1.0,1.0448384e-21,1.08067005e-19,4.0248795e-21,1.977856e-17,5.2911853e-15,4
6.0800594e-32,3.2017486e-21,1.4629965e-20,1.0320778e-23,1.0,1.9711513e-18,1.8471326e-18,5.7740044e-20,9.371674e-19,1.9987484e-13,4
6.7378766e-16,9.5978896e-15,1.0,4.1738573e-15,1.1754863e-23,3.3815818e-19,2.1072617e-20,1.5067486e-15,4.965411e-17,2.279796e-21,2
9.810608e-11,9.375633e-13,2.2426087e-11,9.606394e-13,8.342512e-11,2.6429017e-08,0.99999964,1.6771821e-17,4.1632148e-07,3.6223406e-15,6
1.8880781e-06,1.7996497e-05,1.2361447e-06,2.5502042e-05,6.765658e-07,6.260958e-09,1.3151198e-16,3.4631262e-06,8.585481e-08,0.9999491,9
7.727028e-21,1.3015407e-17,1.6991086e-11,9.897093e-13,9.549968e-16,6.1409433e-10,1.895682e-17,1.2950522e-18,1.0,7.142015e-13,8
4.7252416e-35,0.0,1.0,4.0822613e-29,7.8282446e-32,1.6428398e-36,2.6763435e-37,2.8999448e-26,1.303659e-30,0.0,2
2.0423254e-15,2.1374715e-18,3.67523e-11,7.9700325e-14,2.596669e-05,3.221138e-13,2.904164e-19,4.0294052e-14,2.180812e-13,0.999974,9
1.7204081e-13,9.201404e-16,1.7113905e-18,1.8359952e-21,4.9245977e-14,6.6150546e-13,1.0,1.429106e-28,6.4632136e-12,4.0885252e-22,6
1.0,3.2985574e-15,5.1200977e-14,2.2616892e-31,4.3574065e-17,2.202058e-19,1.3880125e-12,1.142952e-21,3.7980716e-19,1.4114818e-20,0
5.2270644e-13,1.1579684e-09,2.6576032e-08,4.0201944e-09,0.00062118936,1.8650907e-09,1.83172e-15,2.6418197e-08,1.8083182e-09,0.9993787,9
5.5716828e-15,1.3803426e-20,9.433242e-15,3.8151048e-19,5.7031675e-12,1.1036062e-15,8.568896e-17,1.0,2.9831147e-15,2.9112077e-10,7
5.7952697e-05,1.8671469e-11,0.99062645,0.009313221,2.1288649e-08,2.3125922e-06,8.527613e-11,3.078242e-10,1.6428253e-10,1.6296853e-11,3
1.0528605e-12,1.1344377e-17,5.5828046e-12,3.156938e-07,1.16408865e-08,1.16065775e-10,6.4916916e-22,1.2614372e-11,2.1852159e-06,0.9999975,9
2.439858e-10,8.544163e-15,4.895933e-09,3.1487388e-10,9.3045716e-17,5.3972595e-09,1.1316276e-08,9.742137e-19,1.0,3.872502e-15,8
1.2597877e-12,3.177958e-18,6.2838915e-08,1.1447851e-07,0.0004439828,1.3465401e-08,9.728096e-16,3.9037037e-10,1.102748e-07,0.99955565,9
6.9242086e-31,0.0,0.0,2.4519624e-15,4.3247216e-30,1.0,8.931738e-27,0.0,9.977669e-24,2.4886804e-19,5
4.5687148e-12,2.8381247e-10,1.0480293e-08,0.62631094,4.6141536e-21,0.37350008,9.256182e-21,2.4562276e-08,0.0001881408,8.524352e-07,5
2.9320347e-17,9.687169e-11,1.0779815e-09,0.9999949,5.5775246e-11,3.4910317e-07,5.8152944e-18,1.2065384e-09,4.724062e-06,2.9493288e-08,3
1.1619776e-23,1.7822893e-25,3.2705293e-11,1.7857066e-24,1.0,2.5661592e-21,1.8547068e-20,4.351076e-18,1.6470584e-19,1.5352603e-14,4
1.665036e-28,9.231651e-36,1.2819379e-34,2.6710928e-13,3.4941487e-25,1.0,1.2407045e-22,2.1346393e-36,7.1599486e-21,5.080567e-16,5
1.5986747e-27,1.3081483e-36,1.0,5.2009607e-27,8.4123704e-23,2.4213392e-27,1.4400384e-30,1.3374477e-24,1.2427648e-30,4.8771666e-37,2
3.331138e-11,1.4730389e-18,5.836582e-14,9.380552e-10,5.602748e-11,1.3056154e-14,1.2990376e-22,5.1345598e-11,5.6688534e-12,1.0,9
2.4396694e-19,3.1744872e-25,2.260981e-07,1.896799e-21,0.99999976,5.187586e-19,3.1502058e-16,2.4408366e-16,8.350396e-18,8.150638e-12,4
6.0319682e-30,4.198226e-37,2.2711776e-35,2.4535438e-15,8.554837e-28,1.0,6.740383e-20,5.5180434e-37,2.3335484e-21,7.4329566e-16,5
1.244627e-10,4.7233106e-09,8.761763e-06,1.9614582e-08,0.018236214,1.1904933e-05,4.1191163e-07,1.6344356e-05,1.3980793e-08,0.98172635,9
5.5021252e-17,0.99998486,4.346483e-06,1.01207216e-10,1.1809901e-08,5.0107376e-09,2.749907e-06,3.5212034e-07,7.582902e-06,7.1254873e-12,1
1.0,4.9313277e-29,4.201406e-11,2.7445654e-26,2.4910575e-13,2.460708e-20,4.27822e-15,1.6281838e-22,8.551755e-24,2.8198885e-15,0
1.9382522e-27,8.2263216e-13,1.049759e-16,1.0,5.3721222e-11,1.573269e-11,1.0037408e-24,2.604061e-17,8.535906e-11,3.8431706e-16,5
1.127495e-31,0.0,1.0508095e-37,0.0,4.7648234e-22,3.1973627e-31,1.0,0.0,1.06546266e-35,0.0,6
2.7261969e-21,2.9896454e-28,1.0,5.583754e-20,7.132651e-16,1.31727285e-20,6.8897243e-22,3.1750818e-17,2.6791248e-20,1.3680658e-27,2
1.9238068e-18,1.0646062e-17,8.8866273e-13,1.501405e-12,0.006483808,1.6485295e-13,2.2590242e-15,1.579598e-10,5.788485e-10,0.9935162,9
6.184154e-24,8.129078e-15,1.0,5.030891e-22,1.2529682e-34,1.6607695e-25,8.3224826e-24,5.539498e-20,7.4046595e-15,1.652339e-33,2
9.828828e-31,1.5108689e-31,1.0,7.992586e-22,2.678943e-26,4.3932206e-26,1.3225126e-30,4.9840197e-20,1.1532127e-22,3.5530648e-38,2
1.0,1.5977935e-31,2.1842101e-14,4.182108e-25,7.407408e-13,1.0818827e-19,1.2357647e-13,6.0494998e-24,1.1009323e-22,8.7012605e-14,0
1.4834738e-17,1.6426304e-06,4.1274417e-10,1.2163932e-05,1.689284e-11,8.7347765e-14,2.2137022e-25,0.99998593,2.5498431e-07,1.662489e-10,7
1.267984e-09,1.4214425e-10,3.0237059e-05,0.00030324198,2.3026223e-13,5.538844e-09,2.8736897e-09,4.546731e-11,0.9996666,1.0558645e-11,3
7.857947e-15,2.2416591e-12,8.803475e-14,1.1924771e-08,1.9141484e-19,0.0021777642,1.0379904e-08,2.643795e-23,0.9978223,1.0600223e-16,8
1.6430491e-14,2.9954005e-08,8.062581e-09,0.99996364,3.931978e-07,2.6699843e-06,1.9668974e-13,1.6521118e-07,3.3041626e-05,5.6508576e-08,3
3.9513586e-34,2.042652e-22,2.0063697e-23,1.0,1.6967246e-19,4.3009423e-14,3.2131608e-38,1.5119209e-20,8.073462e-20,5.7514774e-18,3
1.0,0.0,9.774906e-17,2.3520797e-32,1.54089e-14,3.3269124e-24,1.3466785e-16,6.2465546e-25,1.4603773e-33,2.6561537e-15,0
9.3295776e-20,0.9999999,4.200284e-11,8.469837e-14,1.2872907e-07,2.0538404e-11,3.7288405e-11,3.3052492e-09,9.2392766e-10,1.10848995e-11,1
1.0,2.3311472e-35,1.7554153e-16,8.541276e-27,2.469604e-20,7.20688e-16,1.4561382e-11,4.6963638e-20,2.5649515e-24,1.7112764e-14,0
